tissue_sample_id,communication_celltype,n_cells,dataset,donor,donor_ID,status,n_total_cells,n_tissue_samples_same_donor_status,fraction,meets_min_cells,coverage_status
"SCP1884::130064::Non-inflamed","Plasma::Transitional B",0,"SCP1884","130064","SCP1884::130064","Non-inflamed",35713,1,0,FALSE,"absent_zero_cells"
"SCP1884::130064::Non-inflamed","T_NK",2684,"SCP1884","130064","SCP1884::130064","Non-inflamed",35713,1,0.0751547055694005,TRUE,"adequate_cell_count"
"SCP1884::134300::Inflamed","B_cell::ActB3",0,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Inflamed","B_cell::CSM",24,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.0102040816326531,TRUE,"adequate_cell_count"
"SCP1884::134300::Inflamed","B_cell::Centroblast B",1,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.000425170068027211,FALSE,"low_cell_count"
"SCP1884::134300::Inflamed","B_cell::Centrocyte B",0,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Inflamed","B_cell::DN2",1,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.000425170068027211,FALSE,"low_cell_count"
"SCP1884::134300::Inflamed","B_cell::IgM-only",0,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Inflamed","B_cell::MZ",0,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Inflamed","B_cell::Naïve B",1,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.000425170068027211,FALSE,"low_cell_count"
"SCP1884::134300::Inflamed","Endothelial",216,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.0918367346938776,TRUE,"adequate_cell_count"
"SCP1884::134300::Inflamed","Epithelial",1420,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.603741496598639,TRUE,"adequate_cell_count"
"SCP1884::134300::Inflamed","Mast",7,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.00297619047619048,FALSE,"low_cell_count"
"SCP1884::134300::Inflamed","Mesenchymal_stromal",93,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.0395408163265306,TRUE,"adequate_cell_count"
"SCP1884::134300::Inflamed","Myeloid",190,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.0807823129251701,TRUE,"adequate_cell_count"
"SCP1884::134300::Inflamed","Plasma::Activated plasma",2,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.000850340136054422,FALSE,"low_cell_count"
"SCP1884::134300::Inflamed","Plasma::IgA plasma",207,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.0880102040816327,TRUE,"adequate_cell_count"
"SCP1884::134300::Inflamed","Plasma::IgG plasma",0,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Inflamed","Plasma::Transitional B",0,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Inflamed","T_NK",190,"SCP1884","134300","SCP1884::134300","Inflamed",2352,1,0.0807823129251701,TRUE,"adequate_cell_count"
"SCP1884::134300::Non-inflamed","B_cell::ActB3",0,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Non-inflamed","B_cell::CSM",13,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.00290178571428571,FALSE,"low_cell_count"
"SCP1884::134300::Non-inflamed","B_cell::Centroblast B",0,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Non-inflamed","B_cell::Centrocyte B",0,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Non-inflamed","B_cell::DN2",1,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.000223214285714286,FALSE,"low_cell_count"
"SCP1884::134300::Non-inflamed","B_cell::IgM-only",0,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Non-inflamed","B_cell::MZ",0,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Non-inflamed","B_cell::Naïve B",0,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Non-inflamed","Endothelial",150,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.0334821428571429,TRUE,"adequate_cell_count"
"SCP1884::134300::Non-inflamed","Epithelial",2095,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.467633928571429,TRUE,"adequate_cell_count"
"SCP1884::134300::Non-inflamed","Mast",7,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.0015625,FALSE,"low_cell_count"
"SCP1884::134300::Non-inflamed","Mesenchymal_stromal",216,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.0482142857142857,TRUE,"adequate_cell_count"
"SCP1884::134300::Non-inflamed","Myeloid",436,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.0973214285714286,TRUE,"adequate_cell_count"
"SCP1884::134300::Non-inflamed","Plasma::Activated plasma",1,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.000223214285714286,FALSE,"low_cell_count"
"SCP1884::134300::Non-inflamed","Plasma::IgA plasma",295,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.0658482142857143,TRUE,"adequate_cell_count"
"SCP1884::134300::Non-inflamed","Plasma::IgG plasma",0,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0,FALSE,"absent_zero_cells"
"SCP1884::134300::Non-inflamed","Plasma::Transitional B",1,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.000223214285714286,FALSE,"low_cell_count"
"SCP1884::134300::Non-inflamed","T_NK",1265,"SCP1884","134300","SCP1884::134300","Non-inflamed",4480,1,0.282366071428571,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","B_cell::ActB3",1,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.000113083795092163,FALSE,"low_cell_count"
"SCP1884::134764::Non-inflamed","B_cell::CSM",102,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.0115345470994007,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","B_cell::Centroblast B",0,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0,FALSE,"absent_zero_cells"
"SCP1884::134764::Non-inflamed","B_cell::Centrocyte B",0,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0,FALSE,"absent_zero_cells"
"SCP1884::134764::Non-inflamed","B_cell::DN2",31,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.00350559764785706,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","B_cell::IgM-only",15,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.00169625692638245,FALSE,"low_cell_count"
"SCP1884::134764::Non-inflamed","B_cell::MZ",2,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.000226167590184327,FALSE,"low_cell_count"
"SCP1884::134764::Non-inflamed","B_cell::Naïve B",89,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.0100644577632025,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Endothelial",103,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.0116476308944928,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Epithelial",3456,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.390817595838516,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Mast",234,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.0264616080515662,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Mesenchymal_stromal",446,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.0504353726111048,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Myeloid",1099,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.124279090806287,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Plasma::Activated plasma",389,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.0439895962908515,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Plasma::IgA plasma",33,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.00373176523804139,TRUE,"adequate_cell_count"
"SCP1884::134764::Non-inflamed","Plasma::IgG plasma",0,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0,FALSE,"absent_zero_cells"
"SCP1884::134764::Non-inflamed","Plasma::Transitional B",0,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0,FALSE,"absent_zero_cells"
"SCP1884::134764::Non-inflamed","T_NK",2843,"SCP1884","134764","SCP1884::134764","Non-inflamed",8843,1,0.32149722944702,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","B_cell::ActB3",0,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0,FALSE,"absent_zero_cells"
"SCP1884::139892::Inflamed","B_cell::CSM",8,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.00167961368885156,FALSE,"low_cell_count"
"SCP1884::139892::Inflamed","B_cell::Centroblast B",5,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.00104975855553223,FALSE,"low_cell_count"
"SCP1884::139892::Inflamed","B_cell::Centrocyte B",0,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0,FALSE,"absent_zero_cells"
"SCP1884::139892::Inflamed","B_cell::DN2",6,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.00125971026663867,FALSE,"low_cell_count"
"SCP1884::139892::Inflamed","B_cell::IgM-only",0,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0,FALSE,"absent_zero_cells"
"SCP1884::139892::Inflamed","B_cell::MZ",0,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0,FALSE,"absent_zero_cells"
"SCP1884::139892::Inflamed","B_cell::Naïve B",0,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0,FALSE,"absent_zero_cells"
"SCP1884::139892::Inflamed","Endothelial",270,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.0566869619987403,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","Epithelial",969,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.203443208062146,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","Mast",154,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.0323325635103926,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","Mesenchymal_stromal",575,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.120722233886206,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","Myeloid",535,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.112324165441948,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","Plasma::Activated plasma",1066,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.223808524039471,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","Plasma::IgA plasma",95,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.0199454125551123,TRUE,"adequate_cell_count"
"SCP1884::139892::Inflamed","Plasma::IgG plasma",12,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.00251942053327735,FALSE,"low_cell_count"
"SCP1884::139892::Inflamed","Plasma::Transitional B",0,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0,FALSE,"absent_zero_cells"
"SCP1884::139892::Inflamed","T_NK",1068,"SCP1884","139892","SCP1884::139892","Inflamed",4763,1,0.224228427461684,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::ActB3",7,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.000927397986221516,FALSE,"low_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::CSM",327,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0433227344992051,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::Centroblast B",56,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.00741918388977213,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::Centrocyte B",3,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.000397456279809221,FALSE,"low_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::DN2",145,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0192103868574457,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::IgM-only",38,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0050344462109168,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::MZ",32,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.00423953365129836,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","B_cell::Naïve B",294,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0389507154213037,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Endothelial",95,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.012586115527292,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Epithelial",1184,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.156862745098039,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Mast",347,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0459724430312666,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Mesenchymal_stromal",419,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0555113937466879,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Myeloid",755,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.100026497085321,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Plasma::Activated plasma",735,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0973767885532591,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Plasma::IgA plasma",89,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.0117912029676736,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Plasma::IgG plasma",25,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.00331213566507684,TRUE,"adequate_cell_count"
"SCP1884::148519::Non-inflamed","Plasma::Transitional B",14,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.00185479597244303,FALSE,"low_cell_count"
"SCP1884::148519::Non-inflamed","T_NK",2983,"SCP1884","148519","SCP1884::148519","Non-inflamed",7548,1,0.395204027556969,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","B_cell::ActB3",0,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0,FALSE,"absent_zero_cells"
"SCP1884::148824::Non-inflamed","B_cell::CSM",27,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.00273003033367037,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","B_cell::Centroblast B",0,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0,FALSE,"absent_zero_cells"
"SCP1884::148824::Non-inflamed","B_cell::Centrocyte B",0,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0,FALSE,"absent_zero_cells"
"SCP1884::148824::Non-inflamed","B_cell::DN2",4,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.000404448938321537,FALSE,"low_cell_count"
"SCP1884::148824::Non-inflamed","B_cell::IgM-only",1,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.000101112234580384,FALSE,"low_cell_count"
"SCP1884::148824::Non-inflamed","B_cell::MZ",0,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0,FALSE,"absent_zero_cells"
"SCP1884::148824::Non-inflamed","B_cell::Naïve B",6,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.000606673407482305,FALSE,"low_cell_count"
"SCP1884::148824::Non-inflamed","Endothelial",47,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.00475227502527806,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","Epithelial",4392,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.444084934277048,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","Mast",13,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.00131445904954499,FALSE,"low_cell_count"
"SCP1884::148824::Non-inflamed","Mesenchymal_stromal",134,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.0135490394337715,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","Myeloid",373,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.0377148634984833,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","Plasma::Activated plasma",389,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.0393326592517695,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","Plasma::IgA plasma",328,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.033164812942366,TRUE,"adequate_cell_count"
"SCP1884::148824::Non-inflamed","Plasma::IgG plasma",3,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.000303336703741153,FALSE,"low_cell_count"
"SCP1884::148824::Non-inflamed","Plasma::Transitional B",1,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.000101112234580384,FALSE,"low_cell_count"
"SCP1884::148824::Non-inflamed","T_NK",4172,"SCP1884","148824","SCP1884::148824","Non-inflamed",9890,1,0.421840242669363,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","B_cell::ActB3",2,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.000632511068943707,FALSE,"low_cell_count"
"SCP1884::152638::Control","B_cell::CSM",333,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.105313092979127,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","B_cell::Centroblast B",31,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.00980392156862745,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","B_cell::Centrocyte B",33,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0104364326375712,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","B_cell::DN2",69,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0218216318785579,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","B_cell::IgM-only",61,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0192915876027831,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","B_cell::MZ",26,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.00822264389626819,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","B_cell::Naïve B",79,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0249841872232764,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","Endothelial",49,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0154965211891208,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","Epithelial",313,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0989879822896901,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","Mast",128,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0404807084123972,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","Mesenchymal_stromal",74,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0234029095509171,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","Myeloid",244,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0771663504111322,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","Plasma::Activated plasma",202,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.0638836179633144,TRUE,"adequate_cell_count"
"SCP1884::152638::Control","Plasma::IgA plasma",5,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.00158127767235927,FALSE,"low_cell_count"
"SCP1884::152638::Control","Plasma::IgG plasma",3,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.00094876660341556,FALSE,"low_cell_count"
"SCP1884::152638::Control","Plasma::Transitional B",7,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.00221378874130297,FALSE,"low_cell_count"
"SCP1884::152638::Control","T_NK",1503,"SCP1884","152638","SCP1884::152638","Control",3162,1,0.475332068311196,TRUE,"adequate_cell_count"
"SCP1884::157844::Control","B_cell::ActB3",0,"SCP1884","157844","SCP1884::157844","Control",1227,1,0,FALSE,"absent_zero_cells"
"SCP1884::157844::Control","B_cell::CSM",92,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.0749796251018745,TRUE,"adequate_cell_count"
"SCP1884::157844::Control","B_cell::Centroblast B",1,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.000814995925020375,FALSE,"low_cell_count"
"SCP1884::157844::Control","B_cell::Centrocyte B",0,"SCP1884","157844","SCP1884::157844","Control",1227,1,0,FALSE,"absent_zero_cells"
"SCP1884::157844::Control","B_cell::DN2",18,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.0146699266503667,FALSE,"low_cell_count"
"SCP1884::157844::Control","B_cell::IgM-only",0,"SCP1884","157844","SCP1884::157844","Control",1227,1,0,FALSE,"absent_zero_cells"
"SCP1884::157844::Control","B_cell::MZ",3,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.00244498777506113,FALSE,"low_cell_count"
"SCP1884::157844::Control","B_cell::Naïve B",87,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.0709046454767726,TRUE,"adequate_cell_count"
"SCP1884::157844::Control","Endothelial",3,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.00244498777506113,FALSE,"low_cell_count"
"SCP1884::157844::Control","Epithelial",155,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.126324368378158,TRUE,"adequate_cell_count"
"SCP1884::157844::Control","Mast",9,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.00733496332518337,FALSE,"low_cell_count"
"SCP1884::157844::Control","Mesenchymal_stromal",5,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.00407497962510187,FALSE,"low_cell_count"
"SCP1884::157844::Control","Myeloid",36,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.0293398533007335,TRUE,"adequate_cell_count"
"SCP1884::157844::Control","Plasma::Activated plasma",73,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.0594947025264874,TRUE,"adequate_cell_count"
"SCP1884::157844::Control","Plasma::IgA plasma",8,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.006519967400163,FALSE,"low_cell_count"
"SCP1884::157844::Control","Plasma::IgG plasma",1,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.000814995925020375,FALSE,"low_cell_count"
"SCP1884::157844::Control","Plasma::Transitional B",3,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.00244498777506113,FALSE,"low_cell_count"
"SCP1884::157844::Control","T_NK",733,"SCP1884","157844","SCP1884::157844","Control",1227,1,0.597392013039935,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","B_cell::ActB3",0,"SCP1884","158108","SCP1884::158108","Control",12925,1,0,FALSE,"absent_zero_cells"
"SCP1884::158108::Control","B_cell::CSM",281,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.0217408123791103,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","B_cell::Centroblast B",27,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.0020889748549323,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","B_cell::Centrocyte B",9,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.000696324951644101,FALSE,"low_cell_count"
"SCP1884::158108::Control","B_cell::DN2",10,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.000773694390715667,FALSE,"low_cell_count"
"SCP1884::158108::Control","B_cell::IgM-only",0,"SCP1884","158108","SCP1884::158108","Control",12925,1,0,FALSE,"absent_zero_cells"
"SCP1884::158108::Control","B_cell::MZ",7,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.000541586073500967,FALSE,"low_cell_count"
"SCP1884::158108::Control","B_cell::Naïve B",56,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.00433268858800774,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Endothelial",657,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.0508317214700193,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Epithelial",6235,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.482398452611219,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Mast",179,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.0138491295938104,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Mesenchymal_stromal",2929,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.226615087040619,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Myeloid",592,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.0458027079303675,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Plasma::Activated plasma",37,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.00286266924564797,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Plasma::IgA plasma",438,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.0338878143133462,TRUE,"adequate_cell_count"
"SCP1884::158108::Control","Plasma::IgG plasma",1,"SCP1884","158108","SCP1884::158108","Control",12925,1,7.73694390715667e-05,FALSE,"low_cell_count"
"SCP1884::158108::Control","Plasma::Transitional B",2,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.000154738878143133,FALSE,"low_cell_count"
"SCP1884::158108::Control","T_NK",1465,"SCP1884","158108","SCP1884::158108","Control",12925,1,0.113346228239845,TRUE,"adequate_cell_count"
"SCP1884::158160::Control","B_cell::ActB3",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","B_cell::CSM",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","B_cell::Centroblast B",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","B_cell::Centrocyte B",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","B_cell::DN2",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","B_cell::IgM-only",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","B_cell::MZ",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","B_cell::Naïve B",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","Endothelial",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
"SCP1884::158160::Control","Epithelial",169,"SCP1884","158160","SCP1884::158160","Control",241,1,0.701244813278008,TRUE,"adequate_cell_count"
"SCP1884::158160::Control","Mast",0,"SCP1884","158160","SCP1884::158160","Control",241,1,0,FALSE,"absent_zero_cells"
