dataset,donor,donor_ID,status,tissue_sample_id,n_total_cells,n_tissue_samples_same_donor_status,sender,receiver,n_sender,n_receiver,count_eligible,reason,min_cells_required
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::ActB3","Epithelial",3,152,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::ActB3","Mast",3,63,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::ActB3","Mesenchymal_stromal",3,168,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::ActB3","Myeloid",3,163,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::ActB3","T_NK",3,1257,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::CSM","Endothelial",318,52,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::CSM","Epithelial",318,152,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::CSM","Mast",318,63,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::CSM","Mesenchymal_stromal",318,168,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::CSM","Myeloid",318,163,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::CSM","T_NK",318,1257,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centroblast B","Endothelial",3,52,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centroblast B","Epithelial",3,152,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centroblast B","Mast",3,63,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centroblast B","Mesenchymal_stromal",3,168,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centroblast B","Myeloid",3,163,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centroblast B","T_NK",3,1257,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centrocyte B","Endothelial",0,52,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centrocyte B","Epithelial",0,152,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centrocyte B","Mast",0,63,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centrocyte B","Mesenchymal_stromal",0,168,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centrocyte B","Myeloid",0,163,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Centrocyte B","T_NK",0,1257,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::DN2","Endothelial",6,52,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::DN2","Epithelial",6,152,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::DN2","Mast",6,63,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::DN2","Mesenchymal_stromal",6,168,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::DN2","Myeloid",6,163,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::DN2","T_NK",6,1257,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::IgM-only","Endothelial",1,52,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::IgM-only","Epithelial",1,152,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::IgM-only","Mast",1,63,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::IgM-only","Mesenchymal_stromal",1,168,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::IgM-only","Myeloid",1,163,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::IgM-only","T_NK",1,1257,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::MZ","Endothelial",3,52,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::MZ","Epithelial",3,152,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::MZ","Mast",3,63,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::MZ","Mesenchymal_stromal",3,168,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::MZ","Myeloid",3,163,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::MZ","T_NK",3,1257,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Naïve B","Endothelial",49,52,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Naïve B","Epithelial",49,152,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Naïve B","Mast",49,63,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Naïve B","Mesenchymal_stromal",49,168,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Naïve B","Myeloid",49,163,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"B_cell::Naïve B","T_NK",49,1257,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Activated plasma","Endothelial",56,52,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Activated plasma","Epithelial",56,152,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Activated plasma","Mast",56,63,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Activated plasma","Mesenchymal_stromal",56,168,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Activated plasma","Myeloid",56,163,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Activated plasma","T_NK",56,1257,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgA plasma","Endothelial",4541,52,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgA plasma","Epithelial",4541,152,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgA plasma","Mast",4541,63,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgA plasma","Mesenchymal_stromal",4541,168,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgA plasma","Myeloid",4541,163,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgA plasma","T_NK",4541,1257,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgG plasma","Endothelial",105,52,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgG plasma","Epithelial",105,152,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgG plasma","Mast",105,63,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgG plasma","Mesenchymal_stromal",105,168,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgG plasma","Myeloid",105,163,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::IgG plasma","T_NK",105,1257,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Transitional B","Endothelial",9,52,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Transitional B","Epithelial",9,152,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Transitional B","Mast",9,63,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Transitional B","Mesenchymal_stromal",9,168,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Transitional B","Myeloid",9,163,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Plasma::Transitional B","T_NK",9,1257,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::ActB3",52,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::CSM",52,318,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::Centroblast B",52,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::Centrocyte B",52,0,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::DN2",52,6,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::IgM-only",52,1,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::MZ",52,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","B_cell::Naïve B",52,49,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","Plasma::Activated plasma",52,56,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","Plasma::IgA plasma",52,4541,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","Plasma::IgG plasma",52,105,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Endothelial","Plasma::Transitional B",52,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::ActB3",152,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::CSM",152,318,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::Centroblast B",152,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::Centrocyte B",152,0,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::DN2",152,6,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::IgM-only",152,1,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::MZ",152,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","B_cell::Naïve B",152,49,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","Plasma::Activated plasma",152,56,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","Plasma::IgA plasma",152,4541,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","Plasma::IgG plasma",152,105,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Epithelial","Plasma::Transitional B",152,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::ActB3",63,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::CSM",63,318,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::Centroblast B",63,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::Centrocyte B",63,0,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::DN2",63,6,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::IgM-only",63,1,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::MZ",63,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","B_cell::Naïve B",63,49,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","Plasma::Activated plasma",63,56,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","Plasma::IgA plasma",63,4541,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","Plasma::IgG plasma",63,105,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mast","Plasma::Transitional B",63,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::ActB3",168,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::CSM",168,318,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::Centroblast B",168,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::Centrocyte B",168,0,FALSE,"absent_population",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::DN2",168,6,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::IgM-only",168,1,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::MZ",168,3,FALSE,"low_cell_count",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","B_cell::Naïve B",168,49,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","Plasma::Activated plasma",168,56,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","Plasma::IgA plasma",168,4541,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972010","GSE134809::GSM3972010","Non-inflamed","GSE134809::GSM3972010::Non-inflamed",6949,1,"Mesenchymal_stromal","Plasma::IgG plasma",168,105,TRUE,"adequate_cell_counts",20
